network,autonomous_system_number,autonomous_system_organization
14.99.64.0/18,45820,"Tata Teleservices ISP AS"
14.99.128.0/17,45820,"Tata Teleservices ISP AS"
14.100.0.0/17,9506,"Singtel Fibre Broadband"
14.100.128.0/17,45143,"SINGTEL MOBILE INTERNET SERVICE PROVIDER Singapore"
14.101.0.0/16,2516,"KDDI CORPORATION"
14.102.0.0/24,18046,"DongFong Technology Co. Ltd."
14.102.1.0/24,18002,"AS Number for Interdomain Routing"
14.102.2.0/24,18002,"AS Number for Interdomain Routing"
14.102.3.0/24,133594,"World Phone Infrastructure services private ltd"
14.102.4.0/22,43700,"UAB Consilium Optimum"
14.102.9.0/24,5511,Orange
14.102.10.0/24,201949,"Seed Technologies LTD."
14.102.11.0/24,5511,Orange
14.102.12.0/24,133594,"World Phone Infrastructure services private ltd"
14.102.13.0/24,18002,"AS Number for Interdomain Routing"
14.102.14.0/24,57497,"Faraso Samaneh Pasargad Ltd."
14.102.15.0/24,18002,"AS Number for Interdomain Routing"
14.102.16.0/22,6762,"TELECOM ITALIA SPARKLE S.p.A."
14.102.20.0/23,203020,"HostRoyale Technologies Pvt Ltd"
14.102.22.0/23,18002,"AS Number for Interdomain Routing"
14.102.24.0/22,18002,"AS Number for Interdomain Routing"
14.102.28.0/22,203020,"HostRoyale Technologies Pvt Ltd"
14.102.33.0/24,18002,"AS Number for Interdomain Routing"
14.102.34.0/23,18002,"AS Number for Interdomain Routing"
14.102.36.0/23,18002,"AS Number for Interdomain Routing"
14.102.38.0/24,18002,"AS Number for Interdomain Routing"
14.102.39.0/24,203020,"HostRoyale Technologies Pvt Ltd"
14.102.40.0/23,18002,"AS Number for Interdomain Routing"
14.102.42.0/24,135873,"Jmd Internet And Services Pvt Ltd"
14.102.43.0/24,133594,"World Phone Infrastructure services private ltd"
14.102.44.0/23,18002,"AS Number for Interdomain Routing"
14.102.48.0/24,18002,"AS Number for Interdomain Routing"
14.102.49.0/24,203020,"HostRoyale Technologies Pvt Ltd"
14.102.50.0/24,18002,"AS Number for Interdomain Routing"
14.102.51.0/24,203020,"HostRoyale Technologies Pvt Ltd"
14.102.52.0/24,212238,"Datacamp Limited"
14.102.53.0/24,396356,LATITUDE-SH
14.102.54.0/23,212238,"Datacamp Limited"
14.102.56.0/24,18002,"AS Number for Interdomain Routing"
14.102.57.0/24,133594,"World Phone Infrastructure services private ltd"
14.102.58.0/24,203020,"HostRoyale Technologies Pvt Ltd"
14.102.59.0/24,135873,"Jmd Internet And Services Pvt Ltd"
14.102.60.0/24,262287,"Latitude.sh LTDA"
14.102.61.0/24,137409,"GSL Networks Pty LTD"
14.102.62.0/24,137409,"GSL Networks Pty LTD"
14.102.63.0/24,212238,"Datacamp Limited"
14.102.64.0/23,18002,"AS Number for Interdomain Routing"
14.102.66.0/24,133594,"World Phone Infrastructure services private ltd"
14.102.67.0/24,18002,"AS Number for Interdomain Routing"
14.102.68.0/22,18002,"AS Number for Interdomain Routing"
14.102.72.0/22,18002,"AS Number for Interdomain Routing"
14.102.76.0/23,18002,"AS Number for Interdomain Routing"
14.102.78.0/24,133594,"World Phone Infrastructure services private ltd"
14.102.79.0/24,153489,"Aurus Tech pvt ltd"
14.102.80.0/24,18002,"AS Number for Interdomain Routing"
14.102.82.0/24,18002,"AS Number for Interdomain Routing"
14.102.83.0/24,18046,"DongFong Technology Co. Ltd."
14.102.84.0/24,137409,"GSL Networks Pty LTD"
14.102.85.0/24,212238,"Datacamp Limited"
14.102.86.0/24,137409,"GSL Networks Pty LTD"
14.102.87.0/24,212238,"Datacamp Limited"
14.102.88.0/24,18002,"AS Number for Interdomain Routing"
14.102.89.0/24,153489,"Aurus Tech pvt ltd"
14.102.90.0/24,8881,"1&1 Versatel GmbH"
14.102.91.0/24,18002,"AS Number for Interdomain Routing"
14.102.92.0/23,18002,"AS Number for Interdomain Routing"
14.102.94.0/24,45117,"Ishans Network"
14.102.95.0/24,18002,"AS Number for Interdomain Routing"
14.102.97.0/24,18002,"AS Number for Interdomain Routing"
14.102.98.0/23,64073,"Vetta Online Ltd"
14.102.100.0/23,18002,"AS Number for Interdomain Routing"
14.102.102.0/24,35600,"Vedege SAS"
14.102.103.0/24,18002,"AS Number for Interdomain Routing"
14.102.104.0/21,18002,"AS Number for Interdomain Routing"
14.102.112.0/21,18002,"AS Number for Interdomain Routing"
14.102.120.0/23,18002,"AS Number for Interdomain Routing"
14.102.122.0/24,18002,"AS Number for Interdomain Routing"
14.102.123.0/24,133594,"World Phone Infrastructure services private ltd"
14.102.124.0/24,203020,"HostRoyale Technologies Pvt Ltd"
14.102.125.0/24,18002,"AS Number for Interdomain Routing"
14.102.126.0/23,18002,"AS Number for Interdomain Routing"
14.102.132.0/22,17534,"NSK Co.,Ltd."
14.102.136.0/21,7600,Escape.net
14.102.144.0/21,45352,"IP ServerOne Solutions Sdn Bhd"
14.102.152.0/22,55653,"Skyline Semesta, PT"
14.102.156.0/22,55786,"1065-A Zhaojiabang Road"
14.102.160.0/22,17625,"BlazeNets Network"
14.102.164.0/22,134143,"Kinetix Networks"
14.102.168.0/22,135025,"Nexlogic Telecommunications Network, Inc."
14.102.172.0/22,54578,FIBERCOMM
14.102.184.0/22,64033,"Unit C&D, 10F Neich Tower, 128 Gloucester Rd, Wanchai"
14.102.188.0/24,134316,"IAXN Telecom Pvt. Ltd."
14.102.189.0/24,137120,"Nas Internet Services Private Limited"
14.102.190.0/23,134316,"IAXN Telecom Pvt. Ltd."
14.102.224.0/23,212609,"Karolio IT paslaugos, UAB"
14.102.226.0/24,212238,"Datacamp Limited"
14.102.227.0/24,9304,"HGC Global Communications Limited"
14.102.228.0/23,209242,"Cloudflare London, LLC"
14.102.230.0/24,53107,"EVEO S.A."
14.102.231.0/24,215724,"Edgevana, Inc."
14.102.232.0/24,212238,"Datacamp Limited"
14.102.233.0/24,48925,"VibeGAMES B.V."
14.102.234.0/24,9304,"HGC Global Communications Limited"
14.102.235.0/24,19437,SS-ASH
14.102.236.0/24,211091,"I P House Limited"
14.102.237.0/24,142036,"Hosteons Pte. Ltd."
14.102.238.0/23,142036,"Hosteons Pte. Ltd."
14.103.0.0/24,137718,"Beijing Volcano Engine Technology Co., Ltd."
14.103.1.0/24,4811,"China Telecom Group"
14.103.2.0/23,137718,"Beijing Volcano Engine Technology Co., Ltd."
14.103.4.0/22,4811,"China Telecom Group"
14.103.8.0/21,4811,"China Telecom Group"
14.103.16.0/20,4811,"China Telecom Group"
14.103.32.0/20,4811,"China Telecom Group"
14.103.48.0/21,4811,"China Telecom Group"
14.103.56.0/23,137718,"Beijing Volcano Engine Technology Co., Ltd."
14.103.58.0/23,4811,"China Telecom Group"
14.103.60.0/22,4811,"China Telecom Group"
14.103.64.0/18,4811,"China Telecom Group"
14.103.128.0/17,4811,"China Telecom Group"
14.104.0.0/15,4134,Chinanet
14.106.0.0/16,4134,Chinanet
14.107.0.0/17,4134,Chinanet
14.107.128.0/19,4134,Chinanet
14.107.160.0/22,141739,"China Telecom"
14.107.164.0/22,4134,Chinanet
14.107.168.0/22,4134,Chinanet
14.107.172.0/22,141739,"China Telecom"
14.107.176.0/21,141739,"China Telecom"
14.107.184.0/21,4134,Chinanet
14.107.192.0/18,4134,Chinanet
14.108.0.0/15,4134,Chinanet
14.110.0.0/18,4134,Chinanet
14.110.64.0/20,4134,Chinanet
14.110.80.0/20,141739,"China Telecom"
14.110.96.0/20,4134,Chinanet
14.110.112.0/21,4134,Chinanet
14.110.120.0/21,141739,"China Telecom"
14.110.128.0/17,4134,Chinanet
14.111.0.0/16,4134,Chinanet
14.112.0.0/14,4134,Chinanet
14.116.0.0/17,4134,Chinanet
14.116.128.0/18,4134,Chinanet
14.116.192.0/19,58466,"CHINANET Guangdong province network"
14.116.224.0/20,4134,Chinanet
14.116.240.0/21,4134,Chinanet
14.116.248.0/23,4134,Chinanet
14.116.250.0/23,58466,"CHINANET Guangdong province network"
14.116.252.0/22,58466,"CHINANET Guangdong province network"
14.117.0.0/16,136199,"CHINANET Guangdong province Yuedong MAN network"
14.118.0.0/17,4134,Chinanet
14.118.128.0/21,4134,Chinanet
14.118.136.0/21,136199,"CHINANET Guangdong province Yuedong MAN network"
14.118.144.0/20,4134,Chinanet
14.118.160.0/19,4134,Chinanet
14.118.192.0/18,4134,Chinanet
14.119.0.0/16,4134,Chinanet
14.120.0.0/17,4134,Chinanet
14.120.128.0/19,4134,Chinanet
14.120.160.0/19,136199,"CHINANET Guangdong province Yuedong MAN network"
14.120.192.0/18,4134,Chinanet
14.121.0.0/21,4134,Chinanet
14.121.8.0/23,4134,Chinanet
14.121.10.0/24,136199,"CHINANET Guangdong province Yuedong MAN network"
14.121.11.0/24,4134,Chinanet
14.121.12.0/24,4134,Chinanet
14.121.13.0/24,140308,"CHINATELECOM Guangdong province Zhuhai 5G network"
14.121.14.0/23,4134,Chinanet
14.121.16.0/20,4134,Chinanet
14.121.32.0/20,4134,Chinanet
14.121.48.0/22,4134,Chinanet
14.121.52.0/23,4134,Chinanet
14.121.54.0/24,135089,"China Telecom"
14.121.55.0/24,4134,Chinanet
14.121.56.0/21,4134,Chinanet
14.121.64.0/18,4134,Chinanet
14.121.128.0/17,4134,Chinanet
14.122.0.0/15,4134,Chinanet
14.124.0.0/18,4134,Chinanet
14.124.64.0/21,4134,Chinanet
14.124.72.0/22,140319,"CHINATELECOM Guangdong province Qingyuan 5G network"
14.124.76.0/22,4134,Chinanet
14.124.80.0/20,4134,Chinanet
14.124.96.0/19,4134,Chinanet
14.124.128.0/17,4134,Chinanet
14.125.0.0/16,4134,Chinanet
14.126.0.0/19,4134,Chinanet
14.126.32.0/19,136199,"CHINANET Guangdong province Yuedong MAN network"
14.126.64.0/18,4134,Chinanet
14.126.128.0/18,4134,Chinanet
14.126.192.0/18,136199,"CHINANET Guangdong province Yuedong MAN network"
14.127.0.0/16,4134,Chinanet
14.128.0.0/23,54994,ML-1432-54994
14.128.2.0/24,54994,ML-1432-54994
14.128.4.0/24,55759,"195 Lambton Quay"
14.128.6.0/23,55759,"195 Lambton Quay"
14.128.8.0/24,142565,"Bangmod Cloud Pte. Ltd."
14.128.9.0/24,45413,"ServeNET Solution Limited Partnership"
14.128.10.0/23,45413,"ServeNET Solution Limited Partnership"
14.128.12.0/22,136246,"Tomattos Technologies Ltd."
14.128.16.0/20,15830,"Equinix (EMEA) Acquisition Enterprises B.V."
14.128.32.0/20,152194,"CTG Server Limited"
14.128.48.0/21,152194,"CTG Server Limited"
14.128.56.0/24,64050,"BGP Network Limited"
14.128.57.0/24,152194,"CTG Server Limited"
14.128.58.0/23,152194,"CTG Server Limited"
14.128.60.0/24,152194,"CTG Server Limited"
14.128.61.0/24,64050,"BGP Network Limited"
14.128.62.0/24,64050,"BGP Network Limited"
14.128.63.0/24,152194,"CTG Server Limited"
14.128.64.0/18,10013,"FreeBit Co.,Ltd."
14.128.128.0/19,4766,"Korea Telecom"
14.128.160.0/22,4766,"Korea Telecom"
14.129.0.0/24,46003,CONNECTWAVE
14.129.1.0/24,9286,KINX
14.129.2.0/23,9286,KINX
14.129.4.0/23,9286,KINX
14.129.6.0/24,9286,KINX
14.129.7.0/24,46003,CONNECTWAVE
14.129.8.0/22,46003,CONNECTWAVE
14.129.12.0/23,46003,CONNECTWAVE
14.129.14.0/24,46003,CONNECTWAVE
14.129.15.0/24,9286,KINX
14.129.16.0/23,46003,CONNECTWAVE
14.129.18.0/24,9286,KINX
14.129.19.0/24,46003,CONNECTWAVE
14.129.20.0/22,46003,CONNECTWAVE
14.129.24.0/22,46003,CONNECTWAVE
14.129.28.0/23,46003,CONNECTWAVE
14.129.30.0/24,46003,CONNECTWAVE
14.129.31.0/24,9286,KINX
14.129.32.0/21,46003,CONNECTWAVE
14.129.40.0/22,46003,CONNECTWAVE
14.129.44.0/23,46003,CONNECTWAVE
14.129.46.0/24,9286,KINX
14.129.47.0/24,46003,CONNECTWAVE
14.129.48.0/20,46003,CONNECTWAVE
14.129.64.0/21,46003,CONNECTWAVE
14.129.72.0/24,46003,CONNECTWAVE
14.129.73.0/24,9286,KINX
14.129.74.0/23,9286,KINX
14.129.76.0/24,9286,KINX
14.129.77.0/24,46003,CONNECTWAVE
14.129.78.0/23,46003,CONNECTWAVE
14.129.80.0/20,9286,KINX
14.129.96.0/23,9286,KINX
14.129.98.0/23,46003,CONNECTWAVE
14.129.100.0/22,46003,CONNECTWAVE
14.129.104.0/22,46003,CONNECTWAVE
14.129.108.0/23,46003,CONNECTWAVE
14.129.110.0/23,9286,KINX
14.129.112.0/21,9286,KINX
14.129.120.0/24,9286,KINX
14.129.121.0/24,46003,CONNECTWAVE
14.129.122.0/23,46003,CONNECTWAVE
14.129.124.0/22,46003,CONNECTWAVE
14.129.128.0/21,46003,CONNECTWAVE
14.129.136.0/22,46003,CONNECTWAVE
14.129.140.0/24,9286,KINX
14.129.141.0/24,46003,CONNECTWAVE
14.129.142.0/23,46003,CONNECTWAVE
14.129.144.0/20,46003,CONNECTWAVE
14.129.160.0/22,46003,CONNECTWAVE
14.129.164.0/23,46003,CONNECTWAVE
14.129.166.0/23,9286,KINX
14.129.168.0/23,9286,KINX
14.129.170.0/23,46003,CONNECTWAVE
14.129.172.0/22,46003,CONNECTWAVE
14.129.176.0/20,46003,CONNECTWAVE
14.129.192.0/21,46003,CONNECTWAVE
14.129.200.0/23,9286,KINX
14.129.202.0/23,46003,CONNECTWAVE
14.129.204.0/22,46003,CONNECTWAVE
14.129.208.0/23,46003,CONNECTWAVE
14.129.210.0/24,46003,CONNECTWAVE
14.129.211.0/24,9286,KINX
14.129.212.0/23,9286,KINX
14.129.214.0/24,9286,KINX
14.129.215.0/24,46003,CONNECTWAVE
14.129.216.0/21,46003,CONNECTWAVE
14.129.224.0/20,38676,flexnetworks
14.129.240.0/20,46003,CONNECTWAVE
14.132.0.0/15,18126,"Chubu Telecommunications Company, Inc."
14.134.0.0/15,4134,Chinanet
14.136.0.0/21,9269,"Hong Kong Broadband Network Ltd."
14.136.8.0/22,9269,"Hong Kong Broadband Network Ltd."
14.136.12.0/22,10103,"HK Broadband Network Ltd."
14.136.16.0/20,9269,"Hong Kong Broadband Network Ltd."
14.136.32.0/19,9269,"Hong Kong Broadband Network Ltd."
14.136.64.0/20,9269,"Hong Kong Broadband Network Ltd."
14.136.80.0/21,9269,"Hong Kong Broadband Network Ltd."
14.136.88.0/21,10103,"HK Broadband Network Ltd."
14.136.96.0/21,10103,"HK Broadband Network Ltd."
14.136.104.0/21,9269,"Hong Kong Broadband Network Ltd."
14.136.112.0/20,9269,"Hong Kong Broadband Network Ltd."
14.136.128.0/20,9269,"Hong Kong Broadband Network Ltd."
14.136.144.0/22,10103,"HK Broadband Network Ltd."
14.136.148.0/24,10103,"HK Broadband Network Ltd."
14.136.149.0/24,32787,PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK
14.136.150.0/23,10103,"HK Broadband Network Ltd."
14.136.152.0/21,10103,"HK Broadband Network Ltd."
14.136.160.0/19,9269,"Hong Kong Broadband Network Ltd."
14.136.192.0/19,10103,"HK Broadband Network Ltd."
14.136.224.0/22,9269,"Hong Kong Broadband Network Ltd."
14.136.228.0/24,9269,"Hong Kong Broadband Network Ltd."
14.136.229.0/24,10103,"HK Broadband Network Ltd."
14.136.230.0/23,10103,"HK Broadband Network Ltd."
14.136.232.0/24,10103,"HK Broadband Network Ltd."
14.136.233.0/24,9269,"Hong Kong Broadband Network Ltd."
14.136.234.0/23,9269,"Hong Kong Broadband Network Ltd."
14.136.236.0/22,10103,"HK Broadband Network Ltd."
14.136.240.0/20,10103,"HK Broadband Network Ltd."
14.137.0.0/19,55850,"Mercury NZ Limited"
14.137.32.0/19,135409,"Kacific Broadband Satellites Pte Ltd"
14.137.64.0/18,9443,"Vocus Retail"
14.137.132.0/22,136907,"HUAWEI CLOUDS"
14.137.136.0/21,136907,"HUAWEI CLOUDS"
14.137.152.0/23,136907,"HUAWEI CLOUDS"
14.137.155.0/24,136907,"HUAWEI CLOUDS"
14.137.156.0/23,136907,"HUAWEI CLOUDS"
14.137.161.0/24,136907,"HUAWEI CLOUDS"
14.137.163.0/24,136907,"HUAWEI CLOUDS"
14.137.169.0/24,136907,"HUAWEI CLOUDS"
14.137.170.0/23,136907,"HUAWEI CLOUDS"
14.137.172.0/22,136907,"HUAWEI CLOUDS"
14.137.192.0/19,9443,"Vocus Retail"
14.137.224.0/19,4694,"IDC Frontier Inc."
14.138.0.0/17,9943,"KangNam CableTV"
14.138.128.0/18,9943,"KangNam CableTV"
14.138.192.0/19,9943,"KangNam CableTV"
14.138.224.0/21,10036,DLIVE
14.138.232.0/22,10036,DLIVE
14.138.245.0/24,10036,DLIVE
14.138.246.0/23,10036,DLIVE
14.138.248.0/21,10036,DLIVE
14.139.0.0/24,55824,"NKN Core Network"
14.139.1.0/24,55847,"NKN EDGE Network"
14.139.2.0/24,55847,"NKN EDGE Network"
14.139.3.0/24,55824,"NKN Core Network"
14.139.4.0/22,55824,"NKN Core Network"
14.139.8.0/22,55824,"NKN Core Network"
14.139.12.0/23,55824,"NKN Core Network"
14.139.14.0/24,55824,"NKN Core Network"
14.139.15.0/24,4758,"National Informatics Centre"
14.139.16.0/20,55824,"NKN Core Network"
14.139.32.0/21,55824,"NKN Core Network"
14.139.40.0/22,55824,"NKN Core Network"
14.139.44.0/24,55824,"NKN Core Network"
14.139.45.0/24,55847,"NKN EDGE Network"
14.139.46.0/24,55847,"NKN EDGE Network"
14.139.47.0/24,55824,"NKN Core Network"
14.139.48.0/20,55824,"NKN Core Network"
14.139.64.0/18,55824,"NKN Core Network"
14.139.128.0/18,55824,"NKN Core Network"
14.139.192.0/22,55824,"NKN Core Network"
14.139.196.0/24,55847,"NKN EDGE Network"
14.139.197.0/24,55824,"NKN Core Network"
14.139.198.0/23,55824,"NKN Core Network"
14.139.200.0/21,55824,"NKN Core Network"
14.139.208.0/20,55824,"NKN Core Network"
14.139.224.0/19,55824,"NKN Core Network"
14.140.0.0/16,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.0.0/17,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.128.0/21,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.136.0/22,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.140.0/24,10199,"Tata Communications Ltd"
14.141.141.0/24,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.142.0/23,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.144.0/20,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.160.0/19,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.192.0/19,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.224.0/20,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.240.0/22,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.244.0/23,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.246.0/24,6421,AS6421
14.141.247.0/24,4755,"TATA Communications formerly VSNL is Leading ISP"
14.141.248.0/21,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.0.0/18,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.64.0/19,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.96.0/24,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.97.0/24,18221,"Morgan Stanley Management Service Singapore Pte. Ltd"
14.142.98.0/23,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.100.0/22,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.104.0/21,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.112.0/20,4755,"TATA Communications formerly VSNL is Leading ISP"
14.142.128.0/17,4755,"TATA Communications formerly VSNL is Leading ISP"
14.143.0.0/16,4755,"TATA Communications formerly VSNL is Leading ISP"
14.144.0.0/15,4134,Chinanet
14.146.0.0/17,4134,Chinanet
14.146.128.0/18,4134,Chinanet
14.146.192.0/19,4134,Chinanet
14.146.224.0/21,135089,"China Telecom"
14.146.232.0/21,4134,Chinanet
14.146.240.0/20,4134,Chinanet
14.147.0.0/17,4134,Chinanet
14.147.128.0/18,4134,Chinanet
14.147.192.0/20,4134,Chinanet
14.147.208.0/21,4134,Chinanet
14.147.216.0/24,140308,"CHINATELECOM Guangdong province Zhuhai 5G network"
14.147.217.0/24,4134,Chinanet
14.147.218.0/23,4134,Chinanet
14.147.220.0/22,4134,Chinanet
14.147.224.0/19,4134,Chinanet
14.148.0.0/19,4134,Chinanet
14.148.32.0/20,136199,"CHINANET Guangdong province Yuedong MAN network"
14.148.48.0/20,140308,"CHINATELECOM Guangdong province Zhuhai 5G network"
14.148.64.0/20,4134,Chinanet
14.148.80.0/22,4134,Chinanet
14.148.84.0/24,4134,Chinanet
14.148.85.0/24,140311,"CHINATELECOM Guangdong province Jiangmen 5G network"
14.148.86.0/23,4134,Chinanet
14.148.88.0/21,4134,Chinanet
14.148.96.0/19,4134,Chinanet
14.148.128.0/20,4134,Chinanet
14.148.144.0/21,4134,Chinanet
14.148.152.0/22,4134,Chinanet
14.148.156.0/23,4134,Chinanet
14.148.158.0/24,4134,Chinanet
14.148.159.0/24,140319,"CHINATELECOM Guangdong province Qingyuan 5G network"
14.148.160.0/22,4134,Chinanet
14.148.164.0/23,4134,Chinanet
14.148.166.0/24,4134,Chinanet
14.148.167.0/24,140320,"CHINATELECOM Guangdong province Shanwei 5G network"
14.148.168.0/21,4134,Chinanet
14.148.176.0/20,4134,Chinanet
14.148.192.0/18,4134,Chinanet
14.149.0.0/17,4134,Chinanet
14.149.128.0/21,4134,Chinanet
14.149.136.0/22,4134,Chinanet
14.149.140.0/23,4134,Chinanet
14.149.142.0/24,4134,Chinanet
14.149.143.0/24,140319,"CHINATELECOM Guangdong province Qingyuan 5G network"
14.149.144.0/20,4134,Chinanet
14.149.160.0/19,4134,Chinanet
14.149.192.0/18,4134,Chinanet
14.150.0.0/15,4134,Chinanet
14.152.0.0/13,4134,Chinanet
14.160.0.0/12,45899,"VNPT Corp"
14.176.0.0/13,45899,"VNPT Corp"
14.184.0.0/14,45899,"VNPT Corp"
14.188.0.0/15,45899,"VNPT Corp"
14.190.0.0/16,45899,"VNPT Corp"
14.191.0.0/17,45899,"VNPT Corp"
14.191.128.0/21,45899,"VNPT Corp"
14.191.136.0/24,45899,"VNPT Corp"
14.191.137.0/26,45899,"VNPT Corp"
14.191.137.64/27,45899,"VNPT Corp"
14.191.137.96/30,45899,"VNPT Corp"
14.191.137.100/31,45899,"VNPT Corp"
14.191.137.103/32,45899,"VNPT Corp"
14.191.137.104/29,45899,"VNPT Corp"
14.191.137.112/28,45899,"VNPT Corp"
14.191.137.128/25,45899,"VNPT Corp"
14.191.138.0/23,45899,"VNPT Corp"
14.191.140.0/22,45899,"VNPT Corp"
14.191.144.0/20,45899,"VNPT Corp"
14.191.160.0/19,45899,"VNPT Corp"
14.191.192.0/18,45899,"VNPT Corp"
14.192.0.0/22,150008,"Pioneer Elabs Ltd."
14.192.4.0/22,400619,AROSS-AS
14.192.12.0/24,150576,"ZYETEK TELECOM PRIVATE LIMITED"
14.192.13.0/24,139490,"Aspt Networks Pvt Ltd"
14.192.14.0/23,139490,"Aspt Networks Pvt Ltd"
14.192.16.0/22,132717,"NxtGen Datacenter & Cloud Technologies Pvt. Ltd."
14.192.24.0/22,17665,"ONEOTT INTERTAINMENT LIMITED"
14.192.28.0/22,45916,"Gujarat Telelink Pvt Ltd"
14.192.32.0/20,18126,"Chubu Telecommunications Company, Inc."
14.192.48.0/24,214143,"Skydigital Telecom Ltd"
14.192.49.0/24,395793,ARISK-COMMUNICATIONS-INC
14.192.50.0/23,395793,ARISK-COMMUNICATIONS-INC
14.192.52.0/22,135772,POWERNET
14.192.56.0/22,17551,"Anycast Global Backbone"
14.192.64.0/23,45352,"IP ServerOne Solutions Sdn Bhd"
14.192.66.0/24,45352,"IP ServerOne Solutions Sdn Bhd"
14.192.67.0/24,55720,"Gigabit Hosting Sdn Bhd"
14.192.68.0/23,55720,"Gigabit Hosting Sdn Bhd"
14.192.70.0/23,45352,"IP ServerOne Solutions Sdn Bhd"
14.192.72.0/23,58460,"Digicel PNG Ltd"
14.192.74.0/24,58460,"Digicel PNG Ltd"
14.192.75.0/24,152655,"Digicel PNG Ltd"
14.192.80.0/20,38676,flexnetworks
14.192.96.0/19,131934,"ICC Corporation"
14.192.128.0/22,133933,"NetSat Private Limited"
14.192.132.0/24,133933,"NetSat Private Limited"
14.192.136.0/24,133933,"NetSat Private Limited"
14.192.137.0/24,45814,"Fariya Networks Pvt. Ltd."
14.192.138.0/23,133933,"NetSat Private Limited"
14.192.140.0/22,133933,"NetSat Private Limited"
14.192.144.0/23,133933,"NetSat Private Limited"
14.192.146.0/24,45814,"Fariya Networks Pvt. Ltd."
14.192.147.0/24,133933,"NetSat Private Limited"
14.192.148.0/22,45814,"Fariya Networks Pvt. Ltd."
14.192.152.0/22,133933,"NetSat Private Limited"
14.192.156.0/23,133933,"NetSat Private Limited"
14.192.158.0/24,133933,"NetSat Private Limited"
14.192.192.0/18,9534,"Binariang Berhad"
14.193.0.0/16,4721,"JCOM Co., Ltd."
14.194.0.0/17,45820,"Tata Teleservices ISP AS"
14.194.128.0/18,45820,"Tata Teleservices ISP AS"
14.194.192.0/20,55441,"TTSL-ISP DIVISION"
14.194.208.0/20,45820,"Tata Teleservices ISP AS"
14.194.240.0/21,45820,"Tata Teleservices ISP AS"
14.194.252.0/22,45820,"Tata Teleservices ISP AS"
14.195.0.0/18,45820,"Tata Teleservices ISP AS"
14.195.64.0/19,45820,"Tata Teleservices ISP AS"
14.195.96.0/20,45820,"Tata Teleservices ISP AS"
14.195.112.0/21,45820,"Tata Teleservices ISP AS"
14.195.120.0/22,45820,"Tata Teleservices ISP AS"
14.195.124.0/24,55740,"TTSL-ISP DIVISION"
14.195.125.0/24,45820,"Tata Teleservices ISP AS"
14.195.126.0/23,45820,"Tata Teleservices ISP AS"
14.195.128.0/18,45820,"Tata Teleservices ISP AS"
14.195.192.0/19,45820,"Tata Teleservices ISP AS"
14.195.240.0/20,45820,"Tata Teleservices ISP AS"
14.198.0.0/18,9269,"Hong Kong Broadband Network Ltd."
14.198.64.0/18,10103,"HK Broadband Network Ltd."
14.198.128.0/19,9269,"Hong Kong Broadband Network Ltd."
14.198.160.0/21,9269,"Hong Kong Broadband Network Ltd."
14.198.168.0/21,10103,"HK Broadband Network Ltd."
14.198.176.0/21,10103,"HK Broadband Network Ltd."
14.198.184.0/21,9269,"Hong Kong Broadband Network Ltd."
14.198.192.0/19,9269,"Hong Kong Broadband Network Ltd."
14.198.224.0/20,9269,"Hong Kong Broadband Network Ltd."
14.198.240.0/20,132252,"12F Trans Asia Centre, 18 Kin Hong Street"
14.199.0.0/16,9269,"Hong Kong Broadband Network Ltd."
14.200.0.0/14,7545,"TPG Telecom Limited"
14.204.0.0/15,4837,"CHINA UNICOM China169 Backbone"
14.206.0.0/24,38701,"Piranha Systems"
